CustomerKey,Customer Code,Title,Name,Birth Date,Marital Status,Gender,Yearly Income,Total Children,Children At Home,Education,Occupation,House Ownership,Cars Owned,Continent,City,State,CountryRegion,Address Line 1,Address Line 2,Phone,Date First Purchase,Customer Type,Company Name
14015,25014,,"Reed, Juan",1978-08-16T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Lincoln Acres,California,United States,5671 Dimaggio Way,,262-555-0179,2004-06-12T00:00:00,Person,
14045,25044,,"Bailey, Emma",1975-08-10T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Woodland Hills,California,United States,3795 Tabora Drive,,515-555-0135,2003-11-21T00:00:00,Person,
14918,25917,,"Long, Kyle",1978-03-25T00:00:00,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,El Cajon,California,United States,1248 Tanager Cir,,580-555-0126,2001-11-01T00:00:00,Person,
14934,25933,,"Stewart, Dalton",1977-06-05T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Fremont,California,United States,2269 Bynum Way,,972-555-0138,2004-02-29T00:00:00,Person,
14943,25942,,"Brooks, Brianna",1980-01-17T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,San Diego,California,United States,3162 Asilomaar Dr,,135-555-0160,2001-11-16T00:00:00,Person,
14955,25954,,"Carter, Noah",1975-08-10T00:00:00,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,San Gabriel,California,United States,9720 Dalis Dr.,,625-555-0118,2003-11-28T00:00:00,Person,
14956,25955,,"Robinson, Anna",1975-05-16T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Santa Monica,California,United States,923 Woodbury Place,,173-555-0186,2001-12-20T00:00:00,Person,
15546,26545,,"Ross, Taylor",1978-01-08T00:00:00,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Downey,California,United States,2598 Breck Court,,357-555-0117,2002-11-15T00:00:00,Person,
15555,26554,,"Garcia, Michael",1977-05-16T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Burbank,California,United States,9833 Mt. Dias Blv.,,537-555-0134,2004-05-04T00:00:00,Person,
16469,27468,,"Powell, Robert",1978-10-12T00:00:00,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,El Cajon,California,United States,7836 Roux Court,,619-555-0166,2003-06-19T00:00:00,Person,
16480,27479,,"Sanders, Kaitlyn",1977-03-11T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Glendale,California,United States,9713 Amhurst Way,,541-555-0188,2003-09-29T00:00:00,Person,
16509,27508,,"Edwards, James",1973-02-10T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Berkeley,California,United States,1819 Weston Court,,731-555-0151,2003-06-17T00:00:00,Person,
17106,28105,,"Garcia, Hannah",1977-11-23T00:00:00,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Downey,California,United States,5582 Ryan Court,,238-555-0129,2004-03-13T00:00:00,Person,
18059,29058,,"Reed, Olivia",1978-01-03T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Coronado,California,United States,1736 Windsor Drive,,102-555-0150,2001-12-07T00:00:00,Person,
18061,29060,,"Washington, David",1978-04-01T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,La Jolla,California,United States,3743 Greenbelt Way,,110-555-0116,2001-12-21T00:00:00,Person,
18077,29076,,"Miller, Megan",1977-03-04T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Fremont,California,United States,9911 Northgate Road,,828-555-0199,2004-06-18T00:00:00,Person,
18080,29079,,"Rogers, Brian",1976-06-07T00:00:00,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Lincoln Acres,California,United States,7375 Greendell Rd.,,530-555-0166,2003-08-01T00:00:00,Person,
18109,29108,,"Evans, Seth",1975-06-22T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,El Cajon,California,United States,6675 Logan Ct,,894-555-0175,2001-12-12T00:00:00,Person,
963,11962,,"Roberts, Alexandra",1976-11-28T00:00:00,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Bellflower,California,United States,9024 Grant Street,,685-555-0149,2004-02-12T00:00:00,Person,
975,11974,,"Sun, Randy",1974-02-07T00:00:00,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Berkeley,California,United States,8540 Ravenwood Dr.,,156-555-0147,2004-05-02T00:00:00,Person,
2074,13073,,"Lopez, Sydney",1976-01-12T00:00:00,M,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Santa Cruz,California,United States,3782 Fox Way,,920-555-0185,2004-05-09T00:00:00,Person,
2075,13074,,"Hughes, Grace",1976-09-12T00:00:00,M,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Spring Valley,California,United States,6835 Lynwood Drive,,867-555-0182,2003-11-03T00:00:00,Person,
3038,14037,,"Sara, Lydia",1974-04-22T00:00:00,M,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Berkeley,California,United States,5613 East Narrows Drive,,183-555-0132,2002-09-24T00:00:00,Person,
3286,14285,,"Hughes, Taylor",1974-12-04T00:00:00,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burlingame,California,United States,1398 Yorba Linda,,124-555-0194,2002-12-01T00:00:00,Person,
4191,15190,,"Watson, Katherine",1974-08-19T00:00:00,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burlingame,California,United States,7047 Poncho St,,853-555-0161,2004-06-07T00:00:00,Person,
5656,16655,,"Taylor, Destiny",1976-03-26T00:00:00,M,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Lakewood,California,United States,4210 Concord Blvd.,,495-555-0168,2004-03-16T00:00:00,Person,
5674,16673,,"Guo, Curtis",1974-05-08T00:00:00,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Beverly Hills,California,United States,5870 Louisiana Dr.,,985-555-0124,2003-12-31T00:00:00,Person,
6508,17507,,"Robinson, Alexis",1973-08-15T00:00:00,M,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Los Angeles,California,United States,2115 Whitehaven Dr.,,497-555-0121,2004-02-02T00:00:00,Person,
6521,17520,,"Baker, Marcus",1974-09-03T00:00:00,S,M,60000,0,0,Partial College,Professional,House Owner,2,North America,Burlingame,California,United States,7323 Alan Drive,,102-555-0169,2004-04-11T00:00:00,Person,
8806,19805,,"Butler, Mariah",1974-08-06T00:00:00,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burbank,California,United States,9601 Rainier Dr,,364-555-0160,2003-12-25T00:00:00,Person,
8807,19806,,"Perez, Nancy",1974-02-22T00:00:00,S,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Burlingame,California,United States,9791 Harvard Court,,737-555-0153,2004-02-27T00:00:00,Person,
9444,20443,,"Cox, Adrian",1976-04-08T00:00:00,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Grossmont,California,United States,9525 Canyon Way,,111-555-0171,2004-04-06T00:00:00,Person,
9450,20449,,"Walker, Rachel",1976-04-07T00:00:00,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burlingame,California,United States,2036 Bellwood Court,,395-555-0116,2004-01-11T00:00:00,Person,
9459,20458,,"Subram, Erick",1974-11-14T00:00:00,M,M,60000,0,0,Partial College,Professional,House Owner,2,North America,Burlingame,California,United States,3744 Dalis Drive,,567-555-0166,2003-10-31T00:00:00,Person,
10417,21416,,"Butler, Ryan",1974-04-18T00:00:00,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Beverly Hills,California,United States,4603 Brock Lane,,746-555-0154,2004-04-23T00:00:00,Person,
10418,21417,,"Torres, Gabrielle",1974-07-04T00:00:00,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burbank,California,United States,4108 Yukon Street,,622-555-0128,2004-04-23T00:00:00,Person,
11191,22190,,"Richardson, Carlos",1976-02-18T00:00:00,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Lemon Grove,California,United States,4150 Grant St.,,599-555-0118,2004-04-24T00:00:00,Person,
12116,23115,,"Nicholls, Stephanie",1976-07-17T00:00:00,S,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Chula Vista,California,United States,528 West Way,,416-555-0113,2003-09-03T00:00:00,Person,
12127,23126,,"Van, Carolyn",1974-06-07T00:00:00,M,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Beverly Hills,California,United States,5012 Bayshore Rd.,,357-555-0191,2004-06-12T00:00:00,Person,
12355,23354,,"Gomez, Eddie",1974-07-22T00:00:00,S,M,60000,0,0,Partial College,Professional,House Owner,2,North America,Bellflower,California,United States,2898 Forest Way,,614-555-0113,2003-09-01T00:00:00,Person,
12356,23355,,"Serrano, Lance",1974-07-18T00:00:00,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Berkeley,California,United States,3754 San Ysidro Court,,706-555-0151,2004-02-08T00:00:00,Person,
12357,23356,,"Ward, Grace",1974-09-10T00:00:00,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burlingame,California,United States,727 Pheasant Ct.,,581-555-0175,2004-02-08T00:00:00,Person,
12358,23357,,"Yang, Micah",1974-05-05T00:00:00,S,M,60000,0,0,Partial College,Professional,House Owner,2,North America,Burlingame,California,United States,"2, route de Marseille",,406-555-0129,2003-10-17T00:00:00,Person,
13298,24297,,"Cox, Victoria",1976-10-09T00:00:00,M,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Imperial Beach,California,United States,1654 Bonari Court,,772-555-0197,2003-08-20T00:00:00,Person,
13299,24298,,"Yang, Robert",1976-10-07T00:00:00,M,M,60000,0,0,Partial College,Professional,House Owner,2,North America,Palo Alto,California,United States,6589 Viewpoint Ct,,132-555-0155,2003-09-13T00:00:00,Person,
13300,24299,,"Gray, Andrea",1976-06-03T00:00:00,S,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Downey,California,United States,2394 Pepper Way,,310-555-0113,2003-09-15T00:00:00,Person,
14048,25047,,"Long, Trevor",1973-11-10T00:00:00,M,M,60000,0,0,Partial College,Professional,House Owner,2,North America,Palo Alto,California,United States,7957 Hermosa,,616-555-0169,2004-06-03T00:00:00,Person,
14958,25957,,"Washington, Stephanie",1976-07-10T00:00:00,M,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Woodland Hills,California,United States,3556 Mt. Tri-state Court,,418-555-0180,2003-12-16T00:00:00,Person,
14960,25959,,"Hall, Katherine",1976-11-10T00:00:00,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Lemon Grove,California,United States,8795 Cunha Ct.,,370-555-0119,2003-10-10T00:00:00,Person,
15584,26583,,"Patterson, James",1976-08-13T00:00:00,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Santa Monica,California,United States,9640 Alderwood Lane,,596-555-0114,2004-01-16T00:00:00,Person,
16511,27510,,"Bailey, Cole",1976-10-03T00:00:00,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Burlingame,California,United States,6253 Panorama Dr.,,350-555-0145,2004-04-29T00:00:00,Person,
16527,27526,,"Ma, Ramon",1974-12-10T00:00:00,M,M,60000,0,0,Partial College,Professional,House Owner,2,North America,Beverly Hills,California,United States,8565 Marie Drive,,410-555-0133,2003-09-23T00:00:00,Person,
17146,28145,,"Jones, Brandon",1974-11-11T00:00:00,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Burbank,California,United States,7177 Danesta Dr.,,881-555-0128,2001-09-02T00:00:00,Person,
18113,29112,,"Powell, Edward",1976-06-24T00:00:00,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Bellflower,California,United States,9797 Cobblestone Ct.,,387-555-0144,2003-11-12T00:00:00,Person,
18127,29126,,"Cox, Chloe",1974-09-26T00:00:00,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burbank,California,United States,2477 Macalven Drive,,237-555-0112,2001-12-02T00:00:00,Person,
976,11975,,"Garcia, Destiny",1974-10-04T00:00:00,S,F,60000,0,0,High School,Professional,No Owner,2,North America,Chula Vista,California,United States,1993 South Villa Way,,928-555-0186,2004-01-18T00:00:00,Person,
4192,15191,,"Kumar, Andres",1974-08-19T00:00:00,S,M,60000,0,0,High School,Professional,No Owner,2,North America,Chula Vista,California,United States,7047 Poncho St,,282-555-0167,2002-07-11T00:00:00,Person,
6522,17521,,"Jenkins, Destiny",1974-06-24T00:00:00,M,F,60000,0,0,High School,Professional,No Owner,2,North America,Chula Vista,California,United States,8246 Via Del Sol,,931-555-0157,2004-01-05T00:00:00,Person,
7503,18502,,"Madan, Pamela",1974-10-04T00:00:00,M,F,60000,0,0,High School,Professional,House Owner,2,North America,Chula Vista,California,United States,8494 Rollingwood Dr.,,481-555-0164,2004-04-06T00:00:00,Person,
9460,20459,,"Barnes, Maria",1974-10-07T00:00:00,M,F,60000,0,0,High School,Professional,House Owner,2,North America,Chula Vista,California,United States,9056 Mount Dr,,177-555-0199,2004-01-30T00:00:00,Person,
12128,23127,,"Hughes, Haley",1974-09-09T00:00:00,M,F,60000,0,0,High School,Professional,No Owner,2,North America,Burlingame,California,United States,95 RiverRock Dr.,,547-555-0132,2003-11-12T00:00:00,Person,
12359,23358,,"Alvarez, Alberto",1974-04-11T00:00:00,M,M,60000,0,0,High School,Professional,House Owner,2,North America,Colma,California,United States,3545 RiverRock Dr.,,422-555-0169,2004-02-17T00:00:00,Person,
2476,13475,,"Allen, Charles",1954-05-05T00:00:00,M,M,60000,2,0,Partial High School,Skilled Manual,House Owner,2,North America,Redwood City,California,United States,4635 Woodside Court,,578-555-0118,2004-06-12T00:00:00,Person,
2477,13476,,"Hall, Timothy",1954-08-21T00:00:00,M,M,60000,2,0,Partial High School,Skilled Manual,No Owner,2,North America,Santa Cruz,California,United States,9334 Carpetta Circle,,171-555-0114,2003-12-19T00:00:00,Person,
3488,14487,,"Hall, Seth",1954-10-06T00:00:00,M,M,60000,2,0,Partial High School,Skilled Manual,House Owner,2,North America,San Carlos,California,United States,1330 Guadalupe Dr.,,886-555-0139,2003-12-11T00:00:00,Person,
4401,15400,,"Roberts, Samuel",1954-09-19T00:00:00,M,M,60000,2,0,Partial High School,Skilled Manual,No Owner,2,North America,Mill Valley,California,United States,1262 West Rd.,,429-555-0180,2003-11-02T00:00:00,Person,
4402,15401,,"Hughes, Rachel",1954-08-16T00:00:00,S,F,60000,2,0,Partial High School,Skilled Manual,House Owner,2,North America,Lemon Grove,California,United States,5974 N St.,,292-555-0117,2004-04-21T00:00:00,Person,
4404,15403,,"Ross, Jeremiah",1954-09-06T00:00:00,M,M,60000,2,0,Partial High School,Skilled Manual,No Owner,2,North America,Coronado,California,United States,6034 Thunderbird Dr.,,137-555-0112,2003-12-24T00:00:00,Person,
4987,15986,,"Sanchez, Dalton",1954-09-11T00:00:00,S,M,60000,2,0,Partial High School,Skilled Manual,House Owner,2,North America,Chula Vista,California,United States,5530 Melrose Pl.,,344-555-0169,2003-06-08T00:00:00,Person,
5888,16887,,"Rivera, Cody",1954-08-11T00:00:00,M,M,60000,2,0,Partial High School,Skilled Manual,House Owner,2,North America,Lemon Grove,California,United States,8001 Pinetree Court,,505-555-0153,2003-08-24T00:00:00,Person,
7857,18856,,"Green, Thomas",1954-03-15T00:00:00,M,M,60000,2,0,Partial High School,Skilled Manual,No Owner,2,North America,Palo Alto,California,United States,4135 Kaywood Drive,,198-555-0118,2004-06-25T00:00:00,Person,
9372,20371,,"Bryant, Grace",1954-02-17T00:00:00,M,F,60000,2,0,Partial High School,Skilled Manual,House Owner,2,North America,San Carlos,California,United States,467 Moccasin Ct.,,852-555-0120,2003-12-17T00:00:00,Person,
9375,20374,,"Adams, Fernando",1954-06-15T00:00:00,M,M,60000,2,0,Partial High School,Skilled Manual,No Owner,2,North America,Fremont,California,United States,4787 R St.,,247-555-0133,2003-12-02T00:00:00,Person,
10330,21329,,"Brown, Wyatt",1954-01-02T00:00:00,M,M,60000,2,0,Partial High School,Skilled Manual,House Owner,2,North America,Redwood City,California,United States,7820 Bird Drive,,774-555-0118,2004-04-13T00:00:00,Person,
10331,21330,,"Clark, Isabella",1954-10-04T00:00:00,S,F,60000,2,0,Partial High School,Skilled Manual,House Owner,2,North America,Redwood City,California,United States,5073 Clymer Ct.,,283-555-0130,2004-04-19T00:00:00,Person,
11112,22111,,"King, Gabriella",1954-11-10T00:00:00,M,F,60000,2,0,Partial High School,Skilled Manual,No Owner,2,North America,Concord,California,United States,3939 Northridge Ct.,,217-555-0137,2004-06-03T00:00:00,Person,
13433,24432,,"Reed, Dalton",1954-06-13T00:00:00,M,M,60000,2,0,Partial High School,Skilled Manual,House Owner,2,North America,San Carlos,California,United States,6306 Manila Ave.,,788-555-0118,2003-11-11T00:00:00,Person,
14199,25198,,"Ramirez, Michelle",1954-05-09T00:00:00,M,F,60000,2,0,Partial High School,Skilled Manual,House Owner,2,North America,Novato,California,United States,6508 Cedar Street,,549-555-0191,2003-09-22T00:00:00,Person,
17294,28293,,"Cox, Shelby",1954-02-15T00:00:00,S,F,60000,2,0,Partial High School,Skilled Manual,No Owner,2,North America,Santa Monica,California,United States,4943 Lightwood Drive,,324-555-0129,2001-10-27T00:00:00,Person,
17295,28294,,"Jenkins, Alexis",1954-08-04T00:00:00,S,F,60000,2,0,Partial High School,Skilled Manual,House Owner,2,North America,Long Beach,California,United States,3763 Rosemarie Pl.,,767-555-0158,2001-10-27T00:00:00,Person,
86,11085,,"Johnson, Emily",1957-07-19T00:00:00,S,F,60000,2,0,High School,Professional,No Owner,2,North America,Newport Beach,California,United States,7926 Stephanie Way,,850-555-0184,2004-06-08T00:00:00,Person,
981,11980,,"Richardson, Kimberly",1957-12-18T00:00:00,S,F,60000,2,0,High School,Professional,No Owner,2,North America,Santa Monica,California,United States,7629 Bonanza,,116-555-0182,2004-03-26T00:00:00,Person,
1176,12175,,"Powell, Luke",1955-09-13T00:00:00,S,M,60000,2,0,High School,Professional,No Owner,2,North America,Santa Cruz,California,United States,4591 Camino Peral,,678-555-0111,2004-05-20T00:00:00,Person,
2095,13094,,"Diaz, Antonio",1957-03-23T00:00:00,M,M,60000,2,0,High School,Professional,No Owner,2,North America,Woodland Hills,California,United States,6373 Berrellesa St.,,469-555-0172,2004-07-12T00:00:00,Person,
